filepath,filename,emotion,actor,intensity,gender
D://Speech Project//raw\Actor_04\03-01-07-01-02-02-04.wav,03-01-07-01-02-02-04.wav,disgust,04,normal,female
D://Speech Project//raw\Actor_04\03-01-07-02-01-01-04.wav,03-01-07-02-01-01-04.wav,disgust,04,strong,female
D://Speech Project//raw\Actor_04\03-01-07-02-01-02-04.wav,03-01-07-02-01-02-04.wav,disgust,04,strong,female
D://Speech Project//raw\Actor_04\03-01-07-02-02-01-04.wav,03-01-07-02-02-01-04.wav,disgust,04,strong,female
D://Speech Project//raw\Actor_04\03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04.wav,disgust,04,strong,female
D://Speech Project//raw\Actor_04\03-01-08-01-01-01-04.wav,03-01-08-01-01-01-04.wav,surprised,04,normal,female
D://Speech Project//raw\Actor_04\03-01-08-01-01-02-04.wav,03-01-08-01-01-02-04.wav,surprised,04,normal,female
D://Speech Project//raw\Actor_04\03-01-08-01-02-01-04.wav,03-01-08-01-02-01-04.wav,surprised,04,normal,female
D://Speech Project//raw\Actor_04\03-01-08-01-02-02-04.wav,03-01-08-01-02-02-04.wav,surprised,04,normal,female
D://Speech Project//raw\Actor_04\03-01-08-02-01-01-04.wav,03-01-08-02-01-01-04.wav,surprised,04,strong,female
D://Speech Project//raw\Actor_04\03-01-08-02-01-02-04.wav,03-01-08-02-01-02-04.wav,surprised,04,strong,female
D://Speech Project//raw\Actor_04\03-01-08-02-02-01-04.wav,03-01-08-02-02-01-04.wav,surprised,04,strong,female
D://Speech Project//raw\Actor_04\03-01-08-02-02-02-04.wav,03-01-08-02-02-02-04.wav,surprised,04,strong,female
D://Speech Project//raw\Actor_05\03-01-01-01-01-01-05.wav,03-01-01-01-01-01-05.wav,neutral,05,normal,male
D://Speech Project//raw\Actor_05\03-01-01-01-01-02-05.wav,03-01-01-01-01-02-05.wav,neutral,05,normal,male
D://Speech Project//raw\Actor_05\03-01-01-01-02-01-05.wav,03-01-01-01-02-01-05.wav,neutral,05,normal,male
D://Speech Project//raw\Actor_05\03-01-01-01-02-02-05.wav,03-01-01-01-02-02-05.wav,neutral,05,normal,male
D://Speech Project//raw\Actor_05\03-01-02-01-01-01-05.wav,03-01-02-01-01-01-05.wav,calm,05,normal,male
D://Speech Project//raw\Actor_05\03-01-02-01-01-02-05.wav,03-01-02-01-01-02-05.wav,calm,05,normal,male
D://Speech Project//raw\Actor_05\03-01-02-01-02-01-05.wav,03-01-02-01-02-01-05.wav,calm,05,normal,male
D://Speech Project//raw\Actor_05\03-01-02-01-02-02-05.wav,03-01-02-01-02-02-05.wav,calm,05,normal,male
D://Speech Project//raw\Actor_05\03-01-02-02-01-01-05.wav,03-01-02-02-01-01-05.wav,calm,05,strong,male
D://Speech Project//raw\Actor_05\03-01-02-02-01-02-05.wav,03-01-02-02-01-02-05.wav,calm,05,strong,male
D://Speech Project//raw\Actor_05\03-01-02-02-02-01-05.wav,03-01-02-02-02-01-05.wav,calm,05,strong,male
D://Speech Project//raw\Actor_05\03-01-02-02-02-02-05.wav,03-01-02-02-02-02-05.wav,calm,05,strong,male
D://Speech Project//raw\Actor_05\03-01-03-01-01-01-05.wav,03-01-03-01-01-01-05.wav,happy,05,normal,male
D://Speech Project//raw\Actor_05\03-01-03-01-01-02-05.wav,03-01-03-01-01-02-05.wav,happy,05,normal,male
D://Speech Project//raw\Actor_05\03-01-03-01-02-01-05.wav,03-01-03-01-02-01-05.wav,happy,05,normal,male
D://Speech Project//raw\Actor_05\03-01-03-01-02-02-05.wav,03-01-03-01-02-02-05.wav,happy,05,normal,male
D://Speech Project//raw\Actor_05\03-01-03-02-01-01-05.wav,03-01-03-02-01-01-05.wav,happy,05,strong,male
D://Speech Project//raw\Actor_05\03-01-03-02-01-02-05.wav,03-01-03-02-01-02-05.wav,happy,05,strong,male
D://Speech Project//raw\Actor_05\03-01-03-02-02-01-05.wav,03-01-03-02-02-01-05.wav,happy,05,strong,male
D://Speech Project//raw\Actor_05\03-01-03-02-02-02-05.wav,03-01-03-02-02-02-05.wav,happy,05,strong,male
D://Speech Project//raw\Actor_05\03-01-04-01-01-01-05.wav,03-01-04-01-01-01-05.wav,sad,05,normal,male
D://Speech Project//raw\Actor_05\03-01-04-01-01-02-05.wav,03-01-04-01-01-02-05.wav,sad,05,normal,male
D://Speech Project//raw\Actor_05\03-01-04-01-02-01-05.wav,03-01-04-01-02-01-05.wav,sad,05,normal,male
D://Speech Project//raw\Actor_05\03-01-04-01-02-02-05.wav,03-01-04-01-02-02-05.wav,sad,05,normal,male
D://Speech Project//raw\Actor_05\03-01-04-02-01-01-05.wav,03-01-04-02-01-01-05.wav,sad,05,strong,male
D://Speech Project//raw\Actor_05\03-01-04-02-01-02-05.wav,03-01-04-02-01-02-05.wav,sad,05,strong,male
D://Speech Project//raw\Actor_05\03-01-04-02-02-01-05.wav,03-01-04-02-02-01-05.wav,sad,05,strong,male
D://Speech Project//raw\Actor_05\03-01-04-02-02-02-05.wav,03-01-04-02-02-02-05.wav,sad,05,strong,male
D://Speech Project//raw\Actor_05\03-01-05-01-01-01-05.wav,03-01-05-01-01-01-05.wav,angry,05,normal,male
D://Speech Project//raw\Actor_05\03-01-05-01-01-02-05.wav,03-01-05-01-01-02-05.wav,angry,05,normal,male
D://Speech Project//raw\Actor_05\03-01-05-01-02-01-05.wav,03-01-05-01-02-01-05.wav,angry,05,normal,male
D://Speech Project//raw\Actor_05\03-01-05-01-02-02-05.wav,03-01-05-01-02-02-05.wav,angry,05,normal,male
D://Speech Project//raw\Actor_05\03-01-05-02-01-01-05.wav,03-01-05-02-01-01-05.wav,angry,05,strong,male
D://Speech Project//raw\Actor_05\03-01-05-02-01-02-05.wav,03-01-05-02-01-02-05.wav,angry,05,strong,male
D://Speech Project//raw\Actor_05\03-01-05-02-02-01-05.wav,03-01-05-02-02-01-05.wav,angry,05,strong,male
D://Speech Project//raw\Actor_05\03-01-05-02-02-02-05.wav,03-01-05-02-02-02-05.wav,angry,05,strong,male
D://Speech Project//raw\Actor_05\03-01-06-01-01-01-05.wav,03-01-06-01-01-01-05.wav,fearful,05,normal,male
D://Speech Project//raw\Actor_05\03-01-06-01-01-02-05.wav,03-01-06-01-01-02-05.wav,fearful,05,normal,male
D://Speech Project//raw\Actor_05\03-01-06-01-02-01-05.wav,03-01-06-01-02-01-05.wav,fearful,05,normal,male
D://Speech Project//raw\Actor_05\03-01-06-01-02-02-05.wav,03-01-06-01-02-02-05.wav,fearful,05,normal,male
D://Speech Project//raw\Actor_05\03-01-06-02-01-01-05.wav,03-01-06-02-01-01-05.wav,fearful,05,strong,male
D://Speech Project//raw\Actor_05\03-01-06-02-01-02-05.wav,03-01-06-02-01-02-05.wav,fearful,05,strong,male
D://Speech Project//raw\Actor_05\03-01-06-02-02-01-05.wav,03-01-06-02-02-01-05.wav,fearful,05,strong,male
D://Speech Project//raw\Actor_05\03-01-06-02-02-02-05.wav,03-01-06-02-02-02-05.wav,fearful,05,strong,male
D://Speech Project//raw\Actor_05\03-01-07-01-01-01-05.wav,03-01-07-01-01-01-05.wav,disgust,05,normal,male
D://Speech Project//raw\Actor_05\03-01-07-01-01-02-05.wav,03-01-07-01-01-02-05.wav,disgust,05,normal,male
D://Speech Project//raw\Actor_05\03-01-07-01-02-01-05.wav,03-01-07-01-02-01-05.wav,disgust,05,normal,male
D://Speech Project//raw\Actor_05\03-01-07-01-02-02-05.wav,03-01-07-01-02-02-05.wav,disgust,05,normal,male
D://Speech Project//raw\Actor_05\03-01-07-02-01-01-05.wav,03-01-07-02-01-01-05.wav,disgust,05,strong,male
D://Speech Project//raw\Actor_05\03-01-07-02-01-02-05.wav,03-01-07-02-01-02-05.wav,disgust,05,strong,male
D://Speech Project//raw\Actor_05\03-01-07-02-02-01-05.wav,03-01-07-02-02-01-05.wav,disgust,05,strong,male
D://Speech Project//raw\Actor_05\03-01-07-02-02-02-05.wav,03-01-07-02-02-02-05.wav,disgust,05,strong,male
D://Speech Project//raw\Actor_05\03-01-08-01-01-01-05.wav,03-01-08-01-01-01-05.wav,surprised,05,normal,male
D://Speech Project//raw\Actor_05\03-01-08-01-01-02-05.wav,03-01-08-01-01-02-05.wav,surprised,05,normal,male
D://Speech Project//raw\Actor_05\03-01-08-01-02-01-05.wav,03-01-08-01-02-01-05.wav,surprised,05,normal,male
D://Speech Project//raw\Actor_05\03-01-08-01-02-02-05.wav,03-01-08-01-02-02-05.wav,surprised,05,normal,male
D://Speech Project//raw\Actor_05\03-01-08-02-01-01-05.wav,03-01-08-02-01-01-05.wav,surprised,05,strong,male
D://Speech Project//raw\Actor_05\03-01-08-02-01-02-05.wav,03-01-08-02-01-02-05.wav,surprised,05,strong,male
D://Speech Project//raw\Actor_05\03-01-08-02-02-01-05.wav,03-01-08-02-02-01-05.wav,surprised,05,strong,male
D://Speech Project//raw\Actor_05\03-01-08-02-02-02-05.wav,03-01-08-02-02-02-05.wav,surprised,05,strong,male
D://Speech Project//raw\Actor_06\03-01-01-01-01-01-06.wav,03-01-01-01-01-01-06.wav,neutral,06,normal,female
D://Speech Project//raw\Actor_06\03-01-01-01-01-02-06.wav,03-01-01-01-01-02-06.wav,neutral,06,normal,female
D://Speech Project//raw\Actor_06\03-01-01-01-02-01-06.wav,03-01-01-01-02-01-06.wav,neutral,06,normal,female
D://Speech Project//raw\Actor_06\03-01-01-01-02-02-06.wav,03-01-01-01-02-02-06.wav,neutral,06,normal,female
D://Speech Project//raw\Actor_06\03-01-02-01-01-01-06.wav,03-01-02-01-01-01-06.wav,calm,06,normal,female
D://Speech Project//raw\Actor_06\03-01-02-01-01-02-06.wav,03-01-02-01-01-02-06.wav,calm,06,normal,female
D://Speech Project//raw\Actor_06\03-01-02-01-02-01-06.wav,03-01-02-01-02-01-06.wav,calm,06,normal,female
D://Speech Project//raw\Actor_06\03-01-02-01-02-02-06.wav,03-01-02-01-02-02-06.wav,calm,06,normal,female
D://Speech Project//raw\Actor_06\03-01-02-02-01-01-06.wav,03-01-02-02-01-01-06.wav,calm,06,strong,female
D://Speech Project//raw\Actor_06\03-01-02-02-01-02-06.wav,03-01-02-02-01-02-06.wav,calm,06,strong,female
D://Speech Project//raw\Actor_06\03-01-02-02-02-01-06.wav,03-01-02-02-02-01-06.wav,calm,06,strong,female
D://Speech Project//raw\Actor_06\03-01-02-02-02-02-06.wav,03-01-02-02-02-02-06.wav,calm,06,strong,female
D://Speech Project//raw\Actor_06\03-01-03-01-01-01-06.wav,03-01-03-01-01-01-06.wav,happy,06,normal,female
D://Speech Project//raw\Actor_06\03-01-03-01-01-02-06.wav,03-01-03-01-01-02-06.wav,happy,06,normal,female
D://Speech Project//raw\Actor_06\03-01-03-01-02-01-06.wav,03-01-03-01-02-01-06.wav,happy,06,normal,female
D://Speech Project//raw\Actor_06\03-01-03-01-02-02-06.wav,03-01-03-01-02-02-06.wav,happy,06,normal,female
D://Speech Project//raw\Actor_06\03-01-03-02-01-01-06.wav,03-01-03-02-01-01-06.wav,happy,06,strong,female
D://Speech Project//raw\Actor_06\03-01-03-02-01-02-06.wav,03-01-03-02-01-02-06.wav,happy,06,strong,female
D://Speech Project//raw\Actor_06\03-01-03-02-02-01-06.wav,03-01-03-02-02-01-06.wav,happy,06,strong,female
D://Speech Project//raw\Actor_06\03-01-03-02-02-02-06.wav,03-01-03-02-02-02-06.wav,happy,06,strong,female
D://Speech Project//raw\Actor_06\03-01-04-01-01-01-06.wav,03-01-04-01-01-01-06.wav,sad,06,normal,female
D://Speech Project//raw\Actor_06\03-01-04-01-01-02-06.wav,03-01-04-01-01-02-06.wav,sad,06,normal,female
D://Speech Project//raw\Actor_06\03-01-04-01-02-01-06.wav,03-01-04-01-02-01-06.wav,sad,06,normal,female
D://Speech Project//raw\Actor_06\03-01-04-01-02-02-06.wav,03-01-04-01-02-02-06.wav,sad,06,normal,female
D://Speech Project//raw\Actor_06\03-01-04-02-01-01-06.wav,03-01-04-02-01-01-06.wav,sad,06,strong,female
D://Speech Project//raw\Actor_06\03-01-04-02-01-02-06.wav,03-01-04-02-01-02-06.wav,sad,06,strong,female
D://Speech Project//raw\Actor_06\03-01-04-02-02-01-06.wav,03-01-04-02-02-01-06.wav,sad,06,strong,female
D://Speech Project//raw\Actor_06\03-01-04-02-02-02-06.wav,03-01-04-02-02-02-06.wav,sad,06,strong,female
D://Speech Project//raw\Actor_06\03-01-05-01-01-01-06.wav,03-01-05-01-01-01-06.wav,angry,06,normal,female
D://Speech Project//raw\Actor_06\03-01-05-01-01-02-06.wav,03-01-05-01-01-02-06.wav,angry,06,normal,female
D://Speech Project//raw\Actor_06\03-01-05-01-02-01-06.wav,03-01-05-01-02-01-06.wav,angry,06,normal,female
D://Speech Project//raw\Actor_06\03-01-05-01-02-02-06.wav,03-01-05-01-02-02-06.wav,angry,06,normal,female
D://Speech Project//raw\Actor_06\03-01-05-02-01-01-06.wav,03-01-05-02-01-01-06.wav,angry,06,strong,female
D://Speech Project//raw\Actor_06\03-01-05-02-01-02-06.wav,03-01-05-02-01-02-06.wav,angry,06,strong,female
D://Speech Project//raw\Actor_06\03-01-05-02-02-01-06.wav,03-01-05-02-02-01-06.wav,angry,06,strong,female
D://Speech Project//raw\Actor_06\03-01-05-02-02-02-06.wav,03-01-05-02-02-02-06.wav,angry,06,strong,female
D://Speech Project//raw\Actor_06\03-01-06-01-01-01-06.wav,03-01-06-01-01-01-06.wav,fearful,06,normal,female
D://Speech Project//raw\Actor_06\03-01-06-01-01-02-06.wav,03-01-06-01-01-02-06.wav,fearful,06,normal,female
D://Speech Project//raw\Actor_06\03-01-06-01-02-01-06.wav,03-01-06-01-02-01-06.wav,fearful,06,normal,female
D://Speech Project//raw\Actor_06\03-01-06-01-02-02-06.wav,03-01-06-01-02-02-06.wav,fearful,06,normal,female
D://Speech Project//raw\Actor_06\03-01-06-02-01-01-06.wav,03-01-06-02-01-01-06.wav,fearful,06,strong,female
D://Speech Project//raw\Actor_06\03-01-06-02-01-02-06.wav,03-01-06-02-01-02-06.wav,fearful,06,strong,female
D://Speech Project//raw\Actor_06\03-01-06-02-02-01-06.wav,03-01-06-02-02-01-06.wav,fearful,06,strong,female
D://Speech Project//raw\Actor_06\03-01-06-02-02-02-06.wav,03-01-06-02-02-02-06.wav,fearful,06,strong,female
D://Speech Project//raw\Actor_06\03-01-07-01-01-01-06.wav,03-01-07-01-01-01-06.wav,disgust,06,normal,female
D://Speech Project//raw\Actor_06\03-01-07-01-01-02-06.wav,03-01-07-01-01-02-06.wav,disgust,06,normal,female
D://Speech Project//raw\Actor_06\03-01-07-01-02-01-06.wav,03-01-07-01-02-01-06.wav,disgust,06,normal,female
D://Speech Project//raw\Actor_06\03-01-07-01-02-02-06.wav,03-01-07-01-02-02-06.wav,disgust,06,normal,female
D://Speech Project//raw\Actor_06\03-01-07-02-01-01-06.wav,03-01-07-02-01-01-06.wav,disgust,06,strong,female
D://Speech Project//raw\Actor_06\03-01-07-02-01-02-06.wav,03-01-07-02-01-02-06.wav,disgust,06,strong,female
D://Speech Project//raw\Actor_06\03-01-07-02-02-01-06.wav,03-01-07-02-02-01-06.wav,disgust,06,strong,female
D://Speech Project//raw\Actor_06\03-01-07-02-02-02-06.wav,03-01-07-02-02-02-06.wav,disgust,06,strong,female
D://Speech Project//raw\Actor_06\03-01-08-01-01-01-06.wav,03-01-08-01-01-01-06.wav,surprised,06,normal,female
D://Speech Project//raw\Actor_06\03-01-08-01-01-02-06.wav,03-01-08-01-01-02-06.wav,surprised,06,normal,female
D://Speech Project//raw\Actor_06\03-01-08-01-02-01-06.wav,03-01-08-01-02-01-06.wav,surprised,06,normal,female
D://Speech Project//raw\Actor_06\03-01-08-01-02-02-06.wav,03-01-08-01-02-02-06.wav,surprised,06,normal,female
D://Speech Project//raw\Actor_06\03-01-08-02-01-01-06.wav,03-01-08-02-01-01-06.wav,surprised,06,strong,female
D://Speech Project//raw\Actor_06\03-01-08-02-01-02-06.wav,03-01-08-02-01-02-06.wav,surprised,06,strong,female
D://Speech Project//raw\Actor_06\03-01-08-02-02-01-06.wav,03-01-08-02-02-01-06.wav,surprised,06,strong,female
D://Speech Project//raw\Actor_06\03-01-08-02-02-02-06.wav,03-01-08-02-02-02-06.wav,surprised,06,strong,female
D://Speech Project//raw\Actor_07\03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07.wav,neutral,07,normal,male
D://Speech Project//raw\Actor_07\03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07.wav,neutral,07,normal,male
D://Speech Project//raw\Actor_07\03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07.wav,neutral,07,normal,male
D://Speech Project//raw\Actor_07\03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07.wav,neutral,07,normal,male
D://Speech Project//raw\Actor_07\03-01-02-01-01-01-07.wav,03-01-02-01-01-01-07.wav,calm,07,normal,male
D://Speech Project//raw\Actor_07\03-01-02-01-01-02-07.wav,03-01-02-01-01-02-07.wav,calm,07,normal,male
D://Speech Project//raw\Actor_07\03-01-02-01-02-01-07.wav,03-01-02-01-02-01-07.wav,calm,07,normal,male
D://Speech Project//raw\Actor_07\03-01-02-01-02-02-07.wav,03-01-02-01-02-02-07.wav,calm,07,normal,male
D://Speech Project//raw\Actor_07\03-01-02-02-01-01-07.wav,03-01-02-02-01-01-07.wav,calm,07,strong,male
D://Speech Project//raw\Actor_07\03-01-02-02-01-02-07.wav,03-01-02-02-01-02-07.wav,calm,07,strong,male
D://Speech Project//raw\Actor_07\03-01-02-02-02-01-07.wav,03-01-02-02-02-01-07.wav,calm,07,strong,male
D://Speech Project//raw\Actor_07\03-01-02-02-02-02-07.wav,03-01-02-02-02-02-07.wav,calm,07,strong,male
D://Speech Project//raw\Actor_07\03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07.wav,happy,07,normal,male
D://Speech Project//raw\Actor_07\03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07.wav,happy,07,normal,male
D://Speech Project//raw\Actor_07\03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07.wav,happy,07,normal,male
D://Speech Project//raw\Actor_07\03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07.wav,happy,07,normal,male
D://Speech Project//raw\Actor_07\03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07.wav,happy,07,strong,male
D://Speech Project//raw\Actor_07\03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07.wav,happy,07,strong,male
D://Speech Project//raw\Actor_07\03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07.wav,happy,07,strong,male
D://Speech Project//raw\Actor_07\03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07.wav,happy,07,strong,male
D://Speech Project//raw\Actor_07\03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07.wav,sad,07,normal,male
D://Speech Project//raw\Actor_07\03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07.wav,sad,07,normal,male
D://Speech Project//raw\Actor_07\03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07.wav,sad,07,normal,male
D://Speech Project//raw\Actor_07\03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07.wav,sad,07,normal,male
D://Speech Project//raw\Actor_07\03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07.wav,sad,07,strong,male
D://Speech Project//raw\Actor_07\03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07.wav,sad,07,strong,male
D://Speech Project//raw\Actor_07\03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07.wav,sad,07,strong,male
D://Speech Project//raw\Actor_07\03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07.wav,sad,07,strong,male
D://Speech Project//raw\Actor_07\03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07.wav,angry,07,normal,male
D://Speech Project//raw\Actor_07\03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07.wav,angry,07,normal,male
D://Speech Project//raw\Actor_07\03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07.wav,angry,07,normal,male
D://Speech Project//raw\Actor_07\03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,angry,07,normal,male
D://Speech Project//raw\Actor_07\03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07.wav,angry,07,strong,male
D://Speech Project//raw\Actor_07\03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07.wav,angry,07,strong,male
D://Speech Project//raw\Actor_07\03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07.wav,angry,07,strong,male
D://Speech Project//raw\Actor_07\03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07.wav,angry,07,strong,male
D://Speech Project//raw\Actor_07\03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07.wav,fearful,07,normal,male
D://Speech Project//raw\Actor_07\03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07.wav,fearful,07,normal,male
D://Speech Project//raw\Actor_07\03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07.wav,fearful,07,normal,male
D://Speech Project//raw\Actor_07\03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07.wav,fearful,07,normal,male
D://Speech Project//raw\Actor_07\03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07.wav,fearful,07,strong,male
D://Speech Project//raw\Actor_07\03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07.wav,fearful,07,strong,male
D://Speech Project//raw\Actor_07\03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07.wav,fearful,07,strong,male
D://Speech Project//raw\Actor_07\03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07.wav,fearful,07,strong,male
D://Speech Project//raw\Actor_07\03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07.wav,disgust,07,normal,male
D://Speech Project//raw\Actor_07\03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07.wav,disgust,07,normal,male
D://Speech Project//raw\Actor_07\03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07.wav,disgust,07,normal,male
D://Speech Project//raw\Actor_07\03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07.wav,disgust,07,normal,male
D://Speech Project//raw\Actor_07\03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07.wav,disgust,07,strong,male
D://Speech Project//raw\Actor_07\03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07.wav,disgust,07,strong,male
D://Speech Project//raw\Actor_07\03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07.wav,disgust,07,strong,male
D://Speech Project//raw\Actor_07\03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,disgust,07,strong,male
D://Speech Project//raw\Actor_07\03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07.wav,surprised,07,normal,male
D://Speech Project//raw\Actor_07\03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07.wav,surprised,07,normal,male
D://Speech Project//raw\Actor_07\03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07.wav,surprised,07,normal,male
D://Speech Project//raw\Actor_07\03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07.wav,surprised,07,normal,male
D://Speech Project//raw\Actor_07\03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07.wav,surprised,07,strong,male
D://Speech Project//raw\Actor_07\03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07.wav,surprised,07,strong,male
D://Speech Project//raw\Actor_07\03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07.wav,surprised,07,strong,male
D://Speech Project//raw\Actor_07\03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07.wav,surprised,07,strong,male
D://Speech Project//raw\Actor_08\03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08.wav,neutral,08,normal,female
D://Speech Project//raw\Actor_08\03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08.wav,neutral,08,normal,female
D://Speech Project//raw\Actor_08\03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08.wav,neutral,08,normal,female
D://Speech Project//raw\Actor_08\03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08.wav,neutral,08,normal,female
D://Speech Project//raw\Actor_08\03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08.wav,calm,08,normal,female
D://Speech Project//raw\Actor_08\03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08.wav,calm,08,normal,female
D://Speech Project//raw\Actor_08\03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08.wav,calm,08,normal,female
D://Speech Project//raw\Actor_08\03-01-02-01-02-02-08.wav,03-01-02-01-02-02-08.wav,calm,08,normal,female
D://Speech Project//raw\Actor_08\03-01-02-02-01-01-08.wav,03-01-02-02-01-01-08.wav,calm,08,strong,female
D://Speech Project//raw\Actor_08\03-01-02-02-01-02-08.wav,03-01-02-02-01-02-08.wav,calm,08,strong,female
D://Speech Project//raw\Actor_08\03-01-02-02-02-01-08.wav,03-01-02-02-02-01-08.wav,calm,08,strong,female
D://Speech Project//raw\Actor_08\03-01-02-02-02-02-08.wav,03-01-02-02-02-02-08.wav,calm,08,strong,female
D://Speech Project//raw\Actor_08\03-01-03-01-01-01-08.wav,03-01-03-01-01-01-08.wav,happy,08,normal,female
D://Speech Project//raw\Actor_08\03-01-03-01-01-02-08.wav,03-01-03-01-01-02-08.wav,happy,08,normal,female
D://Speech Project//raw\Actor_08\03-01-03-01-02-01-08.wav,03-01-03-01-02-01-08.wav,happy,08,normal,female
D://Speech Project//raw\Actor_08\03-01-03-01-02-02-08.wav,03-01-03-01-02-02-08.wav,happy,08,normal,female
D://Speech Project//raw\Actor_08\03-01-03-02-01-01-08.wav,03-01-03-02-01-01-08.wav,happy,08,strong,female
D://Speech Project//raw\Actor_08\03-01-03-02-01-02-08.wav,03-01-03-02-01-02-08.wav,happy,08,strong,female
D://Speech Project//raw\Actor_08\03-01-03-02-02-01-08.wav,03-01-03-02-02-01-08.wav,happy,08,strong,female
D://Speech Project//raw\Actor_08\03-01-03-02-02-02-08.wav,03-01-03-02-02-02-08.wav,happy,08,strong,female
D://Speech Project//raw\Actor_08\03-01-04-01-01-01-08.wav,03-01-04-01-01-01-08.wav,sad,08,normal,female
D://Speech Project//raw\Actor_08\03-01-04-01-01-02-08.wav,03-01-04-01-01-02-08.wav,sad,08,normal,female
D://Speech Project//raw\Actor_08\03-01-04-01-02-01-08.wav,03-01-04-01-02-01-08.wav,sad,08,normal,female
D://Speech Project//raw\Actor_08\03-01-04-01-02-02-08.wav,03-01-04-01-02-02-08.wav,sad,08,normal,female
D://Speech Project//raw\Actor_08\03-01-04-02-01-01-08.wav,03-01-04-02-01-01-08.wav,sad,08,strong,female
D://Speech Project//raw\Actor_08\03-01-04-02-01-02-08.wav,03-01-04-02-01-02-08.wav,sad,08,strong,female
D://Speech Project//raw\Actor_08\03-01-04-02-02-01-08.wav,03-01-04-02-02-01-08.wav,sad,08,strong,female
D://Speech Project//raw\Actor_08\03-01-04-02-02-02-08.wav,03-01-04-02-02-02-08.wav,sad,08,strong,female
D://Speech Project//raw\Actor_08\03-01-05-01-01-01-08.wav,03-01-05-01-01-01-08.wav,angry,08,normal,female
D://Speech Project//raw\Actor_08\03-01-05-01-01-02-08.wav,03-01-05-01-01-02-08.wav,angry,08,normal,female
D://Speech Project//raw\Actor_08\03-01-05-01-02-01-08.wav,03-01-05-01-02-01-08.wav,angry,08,normal,female
D://Speech Project//raw\Actor_08\03-01-05-01-02-02-08.wav,03-01-05-01-02-02-08.wav,angry,08,normal,female
D://Speech Project//raw\Actor_08\03-01-05-02-01-01-08.wav,03-01-05-02-01-01-08.wav,angry,08,strong,female
D://Speech Project//raw\Actor_08\03-01-05-02-01-02-08.wav,03-01-05-02-01-02-08.wav,angry,08,strong,female
